Date,US/UK,JP/US
2015-06-09,1.5383,124.16
2015-06-10,1.553,122.72
2015-06-11,1.5493,123.62
2015-06-12,1.5587,123.23
2015-06-15,1.5572,123.38
2015-06-16,1.5637,123.39
2015-06-17,1.5708,124.25
2015-06-18,1.5882,122.87
2015-06-19,1.5881,122.7
2015-06-22,1.5823,123.28
2015-06-23,1.5751,123.71
2015-06-24,1.5681,124.24
2015-06-25,1.5728,123.63
2015-06-26,1.5739,123.92
2015-06-29,1.5764,122.5
2015-06-30,1.5727,122.1
2015-07-01,1.5617,123.02
2015-07-02,1.5614,123.14
2015-07-03,1.5614,123.14
2015-07-06,1.5619,122.53
2015-07-07,1.5443,122.16
2015-07-08,1.5353,120.54
2015-07-09,1.5375,121.22
2015-07-10,1.5503,122.75
2015-07-13,1.5518,123.35
2015-07-14,1.5584,123.39
2015-07-15,1.5621,123.89
2015-07-16,1.5601,124.04
2015-07-17,1.5624,124.0
2015-07-20,1.5587,124.24
2015-07-21,1.555,123.93
2015-07-22,1.5617,124.08
2015-07-23,1.5533,123.88
2015-07-24,1.5514,123.74
2015-07-27,1.5595,123.24
2015-07-28,1.5617,123.52
2015-07-29,1.5624,123.86
2015-07-30,1.5581,124.38
2015-07-31,1.5634,123.94
2015-08-03,1.5603,123.98
2015-08-04,1.5612,124.0
2015-08-05,1.5604,124.84
2015-08-06,1.5521,124.6
2015-08-07,1.5467,124.27
2015-08-10,1.5546,124.55
2015-08-11,1.5572,124.9
2015-08-12,1.5639,123.87
2015-08-13,1.5595,124.32
2015-08-14,1.5625,124.27
2015-08-17,1.5598,124.33
2015-08-18,1.5658,124.39
2015-08-19,1.5645,124.1
2015-08-20,1.5688,123.54
2015-08-21,1.5698,122.11
2015-08-24,1.5731,118.56
2015-08-25,1.5698,119.91
2015-08-26,1.5493,119.07
2015-08-27,1.5411,120.89
2015-08-28,1.5362,121.32
2015-08-31,1.5363,121.26
2015-09-01,1.5341,119.94
2015-09-02,1.531,120.0
2015-09-03,1.5254,120.2
2015-09-04,1.5195,119.05
2015-09-07,1.5195,119.05
2015-09-08,1.5381,119.72
2015-09-09,1.5363,120.94
2015-09-10,1.5457,120.71
2015-09-11,1.5426,120.66
2015-09-14,1.5423,119.92
2015-09-15,1.5352,120.3
2015-09-16,1.5499,120.62
2015-09-17,1.5509,120.9
2015-09-18,1.5573,119.85
2015-09-21,1.5506,120.46
2015-09-22,1.5356,120.04
2015-09-23,1.5243,120.12
2015-09-24,1.5254,119.54
2015-09-25,1.5172,120.74
2015-09-28,1.5208,119.82
2015-09-29,1.5168,119.76
2015-09-30,1.5116,119.81
2015-10-01,1.5162,119.58
2015-10-02,1.5216,119.42
2015-10-05,1.5165,120.36
2015-10-06,1.5227,120.18
2015-10-07,1.5315,119.9
2015-10-08,1.5316,119.94
2015-10-09,1.5315,120.3
2015-10-12,1.5315,120.3
2015-10-13,1.5242,119.8
2015-10-14,1.5445,119.21
2015-10-15,1.5475,118.26
2015-10-16,1.5441,119.6
2015-10-19,1.5471,119.5
2015-10-20,1.547,119.79
2015-10-21,1.5463,119.91
2015-10-22,1.5399,120.5
2015-10-23,1.534,121.2
2015-10-26,1.5361,120.87
2015-10-27,1.5312,120.29
2015-10-28,1.5319,120.56
2015-10-29,1.5296,121.14
2015-10-30,1.5445,120.7
2015-11-02,1.5428,120.7
2015-11-03,1.5404,121.2
2015-11-04,1.5377,121.52
2015-11-05,1.5236,121.71
2015-11-06,1.5071,123.2
2015-11-09,1.5124,123.04
2015-11-10,1.511,123.22
2015-11-11,1.511,123.22
2015-11-12,1.5206,122.84
2015-11-13,1.5208,122.93
2015-11-16,1.5204,123.11
2015-11-17,1.5214,123.48
2015-11-18,1.521,123.51
2015-11-19,1.5327,122.71
2015-11-20,1.5199,122.8
2015-11-23,1.5125,123.02
2015-11-24,1.5057,122.47
2015-11-25,1.5109,122.7
2015-11-26,1.5109,122.7
2015-11-27,1.504,122.84
2015-11-30,1.5044,123.22
2015-12-01,1.5074,122.88
2015-12-02,1.4927,123.52
2015-12-03,1.5088,123.06
2015-12-04,1.51,123.1
2015-12-07,1.5076,123.31
2015-12-08,1.5,123.0
2015-12-09,1.5168,121.86
2015-12-10,1.5176,121.44
2015-12-11,1.5213,120.94
2015-12-14,1.513,120.57
2015-12-15,1.5044,121.66
2015-12-16,1.5013,121.88
2015-12-17,1.4876,122.75
2015-12-18,1.4914,121.2
2015-12-21,1.4906,120.99
2015-12-22,1.4811,120.94
2015-12-23,1.4863,120.94
2015-12-24,1.4943,120.32
2015-12-25,1.4943,120.32
2015-12-28,1.4883,120.3
2015-12-29,1.4794,120.44
2015-12-30,1.4832,120.6
2015-12-31,1.4746,120.27
2016-01-01,1.4746,120.27
2016-01-04,1.4686,119.3
2016-01-05,1.4664,118.95
2016-01-06,1.4626,118.54
2016-01-07,1.4579,118.0
2016-01-08,1.4523,117.74
2016-01-11,1.4564,117.48
2016-01-12,1.4403,117.78
2016-01-13,1.447,118.06
2016-01-14,1.4409,118.03
2016-01-15,1.4289,116.78
2016-01-18,1.4289,116.78
2016-01-19,1.4171,117.66
2016-01-20,1.4167,116.38
2016-01-21,1.4198,117.61
2016-01-22,1.4308,118.37
2016-01-25,1.4245,118.55
2016-01-26,1.4342,118.5
2016-01-27,1.4261,118.9
2016-01-28,1.4351,118.61
2016-01-29,1.4184,121.05
2016-02-01,1.4367,121.06
2016-02-02,1.4399,120.27
2016-02-03,1.4576,117.92
2016-02-04,1.458,116.75
2016-02-05,1.4468,116.99
2016-02-08,1.4415,115.7
2016-02-09,1.4473,114.8
2016-02-10,1.4473,114.03
2016-02-11,1.4448,111.72
2016-02-12,1.446,112.96
2016-02-15,1.446,112.96
2016-02-16,1.429,113.9
2016-02-17,1.4317,114.14
2016-02-18,1.4333,113.62
2016-02-19,1.4343,112.42
2016-02-22,1.4157,113.12
2016-02-23,1.404,112.17
2016-02-24,1.3932,111.36
2016-02-25,1.3937,112.7
2016-02-26,1.3867,113.78
2016-02-29,1.3926,112.9
2016-03-01,1.3948,113.94
2016-03-02,1.4059,113.81
2016-03-03,1.4152,113.53
2016-03-04,1.4226,113.91
2016-03-07,1.4256,113.6
2016-03-08,1.4225,112.58
2016-03-09,1.4236,113.06
2016-03-10,1.4306,113.1
2016-03-11,1.4426,113.66
2016-03-14,1.4324,113.59
2016-03-15,1.4166,112.88
2016-03-16,1.41,113.69
2016-03-17,1.449,111.3
2016-03-18,1.4514,111.38
2016-03-21,1.4402,111.62
2016-03-22,1.4217,111.82
2016-03-23,1.4111,112.63
2016-03-24,1.4143,112.64
2016-03-25,1.4131,113.05
2016-03-28,1.425,113.29
2016-03-29,1.4281,113.33
2016-03-30,1.439,112.6
2016-03-31,1.4381,112.42
2016-04-01,1.4204,112.06
2016-04-04,1.4279,111.18
2016-04-05,1.4149,110.26
2016-04-06,1.4162,109.63
2016-04-07,1.4082,107.98
2016-04-08,1.4105,108.36
2016-04-11,1.424,107.96
2016-04-12,1.4244,108.54
2016-04-13,1.4223,109.21
2016-04-14,1.4148,109.2
2016-04-15,1.4217,108.76
2016-04-18,1.4276,108.85
2016-04-19,1.4396,109.16
2016-04-20,1.4375,109.51
2016-04-21,1.4338,109.41
2016-04-22,1.439,111.5
2016-04-25,1.4492,111.08
2016-04-26,1.4611,111.23
2016-04-27,1.4554,111.26
2016-04-28,1.4581,108.55
2016-04-29,1.4625,106.9
2016-05-02,1.4666,106.48
2016-05-03,1.4543,106.34
2016-05-04,1.4475,107.12
2016-05-05,1.4486,107.32
2016-05-06,1.4439,106.66
2016-05-09,1.4409,108.39
2016-05-10,1.4454,109.22
2016-05-11,1.448,108.48
2016-05-12,1.4452,108.73
2016-05-13,1.4369,109.14
2016-05-16,1.4411,108.89
2016-05-17,1.4485,109.02
2016-05-18,1.4615,109.65
2016-05-19,1.4608,109.81
2016-05-20,1.4513,110.52
2016-05-23,1.4444,109.47
2016-05-24,1.4623,110.0
2016-05-25,1.4694,110.22
2016-05-26,1.4673,109.74
2016-05-27,1.4644,109.86
2016-05-30,1.4644,109.86
2016-05-31,1.453,110.75
2016-06-01,1.4395,109.55
2016-06-02,1.4419,108.75
2016-06-03,1.4521,106.88
2016-06-06,1.445,107.33
2016-06-07,1.4564,107.3
2016-06-08,1.4546,106.68
2016-06-09,1.4467,106.54
2016-06-10,1.4342,107.06
2016-06-13,1.4223,106.07
2016-06-14,1.413,106.02
2016-06-15,1.4185,105.87
2016-06-16,1.4075,104.05
2016-06-17,1.4285,104.2
2016-06-20,1.4688,104.32
2016-06-21,1.4668,104.56
2016-06-22,1.4682,104.56
2016-06-23,1.48,105.9
2016-06-24,1.3639,102.26
2016-06-27,1.3217,101.66
2016-06-28,1.3294,102.71
2016-06-29,1.351,102.68
2016-06-30,1.3242,102.77
2016-07-01,1.3281,102.55
2016-07-04,1.3281,102.55
2016-07-05,1.3021,101.58
2016-07-06,1.2921,101.12
2016-07-07,1.2926,100.74
2016-07-08,1.2938,100.65
2016-07-11,1.2986,102.66
2016-07-12,1.3237,104.72
2016-07-13,1.318,104.1
2016-07-14,1.3332,105.4
2016-07-15,1.3194,105.64
2016-07-18,1.3279,106.0
2016-07-19,1.3123,106.13
2016-07-20,1.3179,106.65
2016-07-21,1.3216,105.98
2016-07-22,1.3091,106.22
2016-07-25,1.313,106.02
2016-07-26,1.3133,104.83
2016-07-27,1.3094,105.65
2016-07-28,1.3151,104.86
2016-07-29,1.327,102.32
2016-08-01,1.3209,102.26
2016-08-02,1.3326,100.82
2016-08-03,1.3335,101.34
2016-08-04,1.3143,101.08
2016-08-05,1.3069,101.74
2016-08-08,1.3042,102.53
2016-08-09,1.301,101.96
2016-08-10,1.2998,101.27
2016-08-11,1.296,101.46
2016-08-12,1.2934,101.01
2016-08-15,1.2874,101.02
2016-08-16,1.3019,100.28
2016-08-17,1.3012,100.24
2016-08-18,1.3147,100.07
2016-08-19,1.3061,100.24
2016-08-22,1.3133,100.25
2016-08-23,1.3179,100.2
2016-08-24,1.3236,100.5
2016-08-25,1.3177,100.58
2016-08-26,1.3168,101.2
2016-08-29,1.3089,102.13
2016-08-30,1.3084,102.92
2016-08-31,1.3129,103.38
2016-09-01,1.3273,103.22
2016-09-02,1.3299,104.18
2016-09-05,1.3299,104.18
2016-09-06,1.3429,102.28
2016-09-07,1.3339,101.72
2016-09-08,1.3301,102.28
2016-09-09,1.3257,102.86
2016-09-12,1.3313,101.96
2016-09-13,1.3184,102.14
2016-09-14,1.3204,102.33
2016-09-15,1.3215,102.24
2016-09-16,1.309,102.36
2016-09-19,1.3051,101.82
2016-09-20,1.2974,101.66
2016-09-21,1.2978,100.62
2016-09-22,1.3092,100.8
2016-09-23,1.2959,101.04
2016-09-26,1.2978,100.34
2016-09-27,1.3005,100.36
2016-09-28,1.2996,100.57
2016-09-29,1.2991,101.48
2016-09-30,1.3015,101.21
2016-10-03,1.284,101.54
2016-10-04,1.2746,102.66
2016-10-05,1.2745,103.53
2016-10-06,1.2647,104.02
2016-10-07,1.2434,103.42
2016-10-10,1.2434,103.42
2016-10-11,1.2218,103.36
2016-10-12,1.2195,104.48
2016-10-13,1.2201,103.62
2016-10-14,1.2189,104.1
2016-10-17,1.2186,103.96
2016-10-18,1.231,103.8
2016-10-19,1.2279,103.3
2016-10-20,1.2256,103.92
2016-10-21,1.221,103.96
2016-10-24,1.2204,104.2
2016-10-25,1.2164,104.25
2016-10-26,1.2234,104.42
2016-10-27,1.2173,105.14
2016-10-28,1.2155,105.4
2016-10-31,1.2212,105.07
2016-11-01,1.2218,104.59
2016-11-02,1.2315,103.22
2016-11-03,1.2454,103.17
2016-11-04,1.2546,103.02
2016-11-07,1.2403,104.6
2016-11-08,1.2372,104.98
2016-11-09,1.2474,104.84
2016-11-10,1.2523,106.56
2016-11-11,1.2523,106.56
2016-11-14,1.2469,108.3
2016-11-15,1.2422,108.94
2016-11-16,1.245,109.16
2016-11-17,1.245,109.64
2016-11-18,1.2327,110.51
2016-11-21,1.2474,111.12
2016-11-22,1.2424,110.98
2016-11-23,1.2458,112.58
2016-11-24,1.2458,112.58
2016-11-25,1.2462,113.17
2016-11-28,1.2411,112.36
2016-11-29,1.2505,112.78
2016-11-30,1.2481,114.34
2016-12-01,1.2596,114.34
2016-12-02,1.2685,113.76
2016-12-05,1.2708,114.1
2016-12-06,1.2706,113.98
2016-12-07,1.2604,113.5
2016-12-08,1.2574,114.16
2016-12-09,1.259,115.17
2016-12-12,1.2677,115.34
2016-12-13,1.2685,115.26
2016-12-14,1.2706,115.06
2016-12-15,1.2389,118.32
2016-12-16,1.2478,117.74
2016-12-19,1.2419,116.6
2016-12-20,1.2358,117.86
2016-12-21,1.2348,117.79
2016-12-22,1.2301,117.48
2016-12-23,1.2252,117.22
2016-12-26,1.2252,117.22
2016-12-27,1.2261,117.52
2016-12-28,1.2222,117.66
2016-12-29,1.2237,116.32
2016-12-30,1.2337,116.78
2017-01-02,1.2337,116.78
2017-01-03,1.2256,117.68
2017-01-04,1.2299,117.38
2017-01-05,1.2415,115.46
2017-01-06,1.2314,116.85
2017-01-09,1.2167,116.07
2017-01-10,1.2165,115.74
2017-01-11,1.2118,116.26
2017-01-12,1.2211,113.87
2017-01-13,1.2198,115.03
2017-01-16,1.2198,115.03
2017-01-17,1.2388,112.96
2017-01-18,1.2309,113.4
2017-01-19,1.2319,115.3
2017-01-20,1.2319,115.3
2017-01-23,1.2485,112.9
2017-01-24,1.2531,113.63
2017-01-25,1.262,113.6
2017-01-26,1.2579,114.7
2017-01-27,1.2531,115.16
2017-01-30,1.2478,113.86
2017-01-31,1.2585,112.72
2017-02-01,1.2643,113.29
2017-02-02,1.2541,112.48
2017-02-03,1.2504,112.42
2017-02-06,1.245,112.32
2017-02-07,1.2486,112.14
2017-02-08,1.2543,111.74
2017-02-09,1.2516,113.24
2017-02-10,1.2502,113.22
2017-02-13,1.251,113.79
2017-02-14,1.2465,114.34
2017-02-15,1.2465,114.17
2017-02-16,1.2477,113.36
2017-02-17,1.2428,112.86
2017-02-20,1.2428,112.86
2017-02-21,1.2465,113.48
2017-02-22,1.2456,113.46
2017-02-23,1.2548,112.68
2017-02-24,1.2499,112.26
2017-02-27,1.2473,112.01
2017-02-28,1.2427,112.06
2017-03-01,1.2318,113.66
2017-03-02,1.2267,114.45
2017-03-03,1.2249,114.6
2017-03-06,1.2243,113.92
2017-03-07,1.2209,113.99
2017-03-08,1.2152,114.58
2017-03-09,1.2166,114.71
2017-03-10,1.2158,115.02
2017-03-13,1.2234,114.61
2017-03-14,1.2168,114.63
2017-03-15,1.2222,114.66
2017-03-16,1.237,113.02
2017-03-17,1.2372,112.67
2017-03-20,1.2365,112.59
2017-03-21,1.2479,111.9
2017-03-22,1.2476,111.06
2017-03-23,1.2526,111.12
2017-03-24,1.2491,111.03
2017-03-27,1.2583,110.48
2017-03-28,1.2503,110.56
2017-03-29,1.2411,111.05
2017-03-30,1.2489,111.36
2017-03-31,1.2537,111.41
2017-04-03,1.2479,110.96
2017-04-04,1.2437,110.74
2017-04-05,1.2488,111.2
2017-04-06,1.2486,111.02
2017-04-07,1.2398,110.76
2017-04-10,1.2418,110.95
2017-04-11,1.2484,109.74
2017-04-12,1.25,109.54
2017-04-13,1.2522,109.23
2017-04-14,1.2531,108.63
2017-04-17,1.2587,108.46
2017-04-18,1.2769,108.4
2017-04-19,1.2789,109.06
2017-04-20,1.283,109.34
2017-04-21,1.2783,109.08
2017-04-24,1.2783,109.74
2017-04-25,1.2836,110.88
2017-04-26,1.2838,111.52
2017-04-27,1.2889,111.13
2017-04-28,1.2938,111.44
2017-05-01,1.2917,111.78
2017-05-02,1.2921,112.06
2017-05-03,1.2916,112.34
2017-05-04,1.291,112.7
2017-05-05,1.295,112.63
2017-05-08,1.2942,112.84
2017-05-09,1.2939,114.19
2017-05-10,1.2939,114.02
2017-05-11,1.2885,113.77
2017-05-12,1.288,113.3
2017-05-15,1.2917,113.54
2017-05-16,1.2912,113.24
2017-05-17,1.2944,111.46
2017-05-18,1.3009,110.82
2017-05-19,1.3018,111.47
2017-05-22,1.3006,111.15
2017-05-23,1.2984,111.64
2017-05-24,1.2935,112.02
2017-05-25,1.2954,111.7
2017-05-26,1.2795,111.3
2017-05-29,1.2795,111.3
2017-05-30,1.2858,110.68
2017-05-31,1.2905,110.71
2017-06-01,1.2894,111.24
2017-06-02,1.2885,110.49
2017-06-05,1.2917,110.49
2017-06-06,1.2901,109.34
2017-06-07,1.2941,109.54
2017-06-08,1.2939,110.1
2017-06-09,1.2737,110.61
2017-06-12,1.2658,109.72
2017-06-13,1.2739,110.12
2017-06-14,1.2808,109.16
2017-06-15,1.2768,110.66
2017-06-16,1.2778,110.84
2017-06-19,1.2743,111.34
2017-06-20,1.2628,111.46
2017-06-21,1.2667,111.58
2017-06-22,1.2659,111.36
2017-06-23,1.2727,111.26
2017-06-26,1.2732,111.48
2017-06-27,1.2791,112.42
2017-06-28,1.2936,112.18
2017-06-29,1.2984,112.32
2017-06-30,1.2995,112.4
2017-07-03,1.2951,113.32
2017-07-04,1.2951,113.32
2017-07-05,1.2934,113.2
2017-07-06,1.2967,113.28
2017-07-07,1.288,114.1
2017-07-10,1.2884,114.08
2017-07-11,1.2851,114.2
2017-07-12,1.2889,113.19
2017-07-13,1.2921,113.39
2017-07-14,1.3079,112.66
2017-07-17,1.3058,112.76
2017-07-18,1.3026,111.89
2017-07-19,1.3036,111.77
2017-07-20,1.2976,111.68
2017-07-21,1.2968,111.18
2017-07-24,1.3028,111.1
2017-07-25,1.3046,111.57
2017-07-26,1.3048,112.1
2017-07-27,1.3065,111.62
2017-07-28,1.3124,110.87
2017-07-31,1.3196,110.38
2017-08-01,1.3206,110.33
2017-08-02,1.3236,110.43
2017-08-03,1.3144,110.12
2017-08-04,1.3036,110.76
2017-08-07,1.3021,110.76
2017-08-08,1.2968,110.74
2017-08-09,1.2997,110.04
2017-08-10,1.2978,109.37
2017-08-11,1.2988,109.06
2017-08-14,1.2975,109.48
2017-08-15,1.2862,110.42
2017-08-16,1.286,110.8
2017-08-17,1.2888,109.88
2017-08-18,1.2847,109.32
2017-08-21,1.2903,108.89
2017-08-22,1.2834,109.4
2017-08-23,1.2787,109.14
2017-08-24,1.2802,109.34
2017-08-25,1.2873,109.24
2017-08-28,1.2927,109.22
2017-08-29,1.2937,109.02
2017-08-30,1.2934,110.2
2017-08-31,1.2888,110.06
2017-09-01,1.2972,110.09
2017-09-04,1.2972,110.09
2017-09-05,1.3013,108.94
2017-09-06,1.3073,108.75
2017-09-07,1.3094,108.26
2017-09-08,1.3211,107.72
2017-09-11,1.3173,109.03
2017-09-12,1.328,110.01
2017-09-13,1.3218,110.58
2017-09-14,1.3398,110.66
2017-09-15,1.3578,110.84
2017-09-18,1.3485,111.48
2017-09-19,1.3517,111.49
2017-09-20,1.3564,111.5
2017-09-21,1.3576,112.3
2017-09-22,1.3531,112.01
2017-09-25,1.3457,111.64
2017-09-26,1.3422,112.16
2017-09-27,1.3401,112.76
2017-09-28,1.3435,112.66
2017-09-29,1.3402,112.64
2017-10-02,1.3268,112.6
2017-10-03,1.3251,112.8
2017-10-04,1.3268,112.84
2017-10-05,1.3132,112.74
2017-10-06,1.3063,112.68
2017-10-09,1.3063,112.68
2017-10-10,1.3215,112.15
2017-10-11,1.321,112.35
2017-10-12,1.3174,112.38
2017-10-13,1.3304,111.94
2017-10-16,1.3285,111.72
2017-10-17,1.3182,112.32
2017-10-18,1.3183,112.94
2017-10-19,1.3181,112.54
2017-10-20,1.3179,113.5
2017-10-23,1.3201,113.66
2017-10-24,1.3124,113.92
2017-10-25,1.3252,113.7
2017-10-26,1.3181,113.72
2017-10-27,1.3108,113.82
2017-10-30,1.3195,113.26
2017-10-31,1.3281,113.63
2017-11-01,1.3257,114.04
2017-11-02,1.3068,113.84
2017-11-03,1.3067,114.25
2017-11-06,1.3145,113.9
2017-11-07,1.3152,113.9
2017-11-08,1.3108,113.62
2017-11-09,1.3133,113.4
2017-11-10,1.3133,113.4
2017-11-13,1.3101,113.62
2017-11-14,1.3128,113.5
2017-11-15,1.3165,113.15
2017-11-16,1.3197,112.89
2017-11-17,1.3222,111.98
2017-11-20,1.3241,112.49
2017-11-21,1.3232,112.46
2017-11-22,1.3291,111.62
2017-11-23,1.3291,111.62
2017-11-24,1.3336,111.54
2017-11-27,1.3333,111.0
2017-11-28,1.3231,111.13
2017-11-29,1.3436,111.75
2017-11-30,1.3506,112.3
2017-12-01,1.3505,111.88
2017-12-04,1.3465,112.8
2017-12-05,1.345,112.76
2017-12-06,1.3382,112.32
2017-12-07,1.3432,112.7
2017-12-08,1.3367,113.55
2017-12-11,1.3363,113.34
2017-12-12,1.3323,113.62
2017-12-13,1.3365,113.19
2017-12-14,1.344,112.56
2017-12-15,1.3316,112.68
2017-12-18,1.3398,112.4
2017-12-19,1.3356,112.98
2017-12-20,1.3408,113.29
2017-12-21,1.3372,113.42
2017-12-22,1.3379,113.3
2017-12-25,1.3379,113.3
2017-12-26,1.3369,113.2
2017-12-27,1.3403,113.28
2017-12-28,1.345,112.85
2017-12-29,1.3529,112.69
2018-01-01,1.3529,112.69
2018-01-02,1.3596,112.18
2018-01-03,1.3522,112.28
2018-01-04,1.3539,112.78
2018-01-05,1.3562,113.18
2018-01-08,1.3566,113.08
2018-01-09,1.3518,112.57
2018-01-10,1.3513,111.48
2018-01-11,1.3543,111.35
2018-01-12,1.3689,111.23
2018-01-15,1.3689,111.23
2018-01-16,1.3774,110.74
2018-01-17,1.3824,110.81
2018-01-18,1.3889,110.88
2018-01-19,1.3857,110.56
2018-01-22,1.3944,111.15
2018-01-23,1.3968,110.46
2018-01-24,1.4198,109.15
2018-01-25,1.4264,108.7
2018-01-26,1.4179,108.38
2018-01-29,1.4042,109.12
2018-01-30,1.4124,108.9
2018-01-31,1.419,109.31
2018-02-01,1.4247,109.5
2018-02-02,1.4126,110.4
2018-02-05,1.4022,110.09
2018-02-06,1.3951,109.18
2018-02-07,1.3881,109.53
2018-02-08,1.3915,109.0
2018-02-09,1.3794,108.44
2018-02-12,1.382,108.72
2018-02-13,1.3892,107.59
2018-02-14,1.3955,107.0
2018-02-15,1.4061,106.36
2018-02-16,1.4055,106.1
2018-02-19,1.4055,106.1
2018-02-20,1.4021,107.23
2018-02-21,1.3946,107.64
2018-02-22,1.3939,106.96
2018-02-23,1.3979,106.64
2018-02-26,1.3952,106.96
2018-02-27,1.3906,107.47
2018-02-28,1.3794,106.62
2018-03-01,1.3755,106.91
2018-03-02,1.3769,105.65
2018-03-05,1.3856,105.97
2018-03-06,1.3886,106.03
2018-03-07,1.3888,105.94
2018-03-08,1.3824,106.08
2018-03-09,1.3863,106.74
2018-03-12,1.3898,106.52
2018-03-13,1.3987,106.64
2018-03-14,1.3946,106.17
2018-03-15,1.3951,106.07
2018-03-16,1.3919,106.1
2018-03-19,1.4032,105.83
2018-03-20,1.4013,106.42
2018-03-21,1.4064,106.3
2018-03-22,1.4098,105.34
2018-03-23,1.4151,104.83
2018-03-26,1.4236,105.0
2018-03-27,1.4161,105.72
2018-03-28,1.411,106.3
2018-03-29,1.4029,106.27
2018-03-30,1.4027,106.2
2018-04-02,1.4032,105.99
2018-04-03,1.4068,106.45
2018-04-04,1.4076,106.56
2018-04-05,1.3991,107.48
2018-04-06,1.4088,107.03
2018-04-09,1.4136,107.06
2018-04-10,1.4161,107.3
2018-04-11,1.4194,106.78
2018-04-12,1.4244,107.3
2018-04-13,1.4255,107.52
2018-04-16,1.4332,107.26
2018-04-17,1.4301,107.09
2018-04-18,1.4227,107.26
2018-04-19,1.4193,107.42
2018-04-20,1.4033,107.6
2018-04-23,1.3953,108.62
2018-04-24,1.3975,109.03
2018-04-25,1.3941,109.33
2018-04-26,1.3927,109.3
2018-04-27,1.3785,109.12
2018-04-30,1.3751,109.28
2018-05-01,1.3611,109.69
2018-05-02,1.361,109.89
2018-05-03,1.3569,109.06
2018-05-04,1.3535,109.16
2018-05-07,1.3567,109.14
2018-05-08,1.3521,109.16
2018-05-09,1.3567,109.68
2018-05-10,1.3487,109.53
2018-05-11,1.3549,109.26
2018-05-14,1.3595,109.52
2018-05-15,1.3512,110.25
2018-05-16,1.3478,110.22
2018-05-17,1.3507,110.76
2018-05-18,1.3476,110.71
2018-05-21,1.3418,111.08
2018-05-22,1.3445,110.94
2018-05-23,1.3341,110.05
2018-05-24,1.3384,109.3
2018-05-25,1.3321,109.35
2018-05-28,1.3321,109.35
2018-05-29,1.3258,108.62
2018-05-30,1.3296,109.04
2018-05-31,1.3289,108.73
2018-06-01,1.3358,109.49
2018-06-04,1.3314,109.66
2018-06-05,1.3359999999999999,109.63
2018-06-06,1.3429,110.0
2018-06-07,1.3427,109.92
2018-06-08,1.3406,109.45
2018-06-11,1.3386,109.94
2018-06-12,1.3416,110.22
2018-06-13,1.3378,110.41
2018-06-14,1.3333,110.44
2018-06-15,1.3283,110.58
2018-06-18,1.3247,110.44
2018-06-19,1.3172,110.02
2018-06-20,1.3213,110.14
2018-06-21,1.3251,110.05
2018-06-22,1.3258,109.98
2018-06-25,1.3273,109.62
2018-06-26,1.3243,109.92
2018-06-27,1.3139,110.34
2018-06-28,1.3095,110.38
2018-06-29,1.3197,110.71
2018-07-02,1.3133,110.73
2018-07-03,1.3174,110.54
2018-07-04,1.3174,110.54
2018-07-05,1.3228,110.59
2018-07-06,1.3262,110.48
2018-07-09,1.3202,110.78
2018-07-10,1.3266,111.24
2018-07-11,1.3241,111.52
2018-07-12,1.3238,112.41
2018-07-13,1.3216,112.38
2018-07-16,1.3236,112.29
2018-07-17,1.3161,112.79
2018-07-18,1.305,112.82
2018-07-19,1.2987,112.98
2018-07-20,1.3114,111.74
2018-07-23,1.3105,111.36
2018-07-24,1.3135,111.27
2018-07-25,1.315,111.02
2018-07-26,1.3119,111.2
2018-07-27,1.3118,110.94
2018-07-30,1.314,110.98
2018-07-31,1.3125,111.88
2018-08-01,1.3119999999999998,111.72
2018-08-02,1.3035,111.48
2018-08-03,1.3021,111.12
2018-08-06,1.2947,111.43
2018-08-07,1.2957,111.19
2018-08-08,1.288,110.96
2018-08-09,1.287,110.9
2018-08-10,1.2769,110.66
2018-08-13,1.2757,110.65
2018-08-14,1.2738,110.92
2018-08-15,1.2685,110.62
2018-08-16,1.2722,110.89
2018-08-17,1.2735,110.54
2018-08-20,1.2765,110.38
2018-08-21,1.286,110.48
2018-08-22,1.291,110.54
2018-08-23,1.2830000000000001,111.14
2018-08-24,1.2858,111.22
2018-08-27,1.2891,111.09
2018-08-28,1.2886,111.04
2018-08-29,1.3006,111.8
2018-08-30,1.2997,111.17
2018-08-31,1.2964,110.98
2018-09-03,1.2964,110.98
2018-09-04,1.2833,111.44
2018-09-05,1.2903,111.47
2018-09-06,1.2933,110.87
2018-09-07,1.2934,111.18
2018-09-10,1.3026,111.09
2018-09-11,1.3015,111.54
2018-09-12,1.3029,111.29
2018-09-13,1.3104,111.92
2018-09-14,1.3084,112.09
2018-09-17,1.3146,111.97
2018-09-18,1.3158,112.3
2018-09-19,1.3162,112.21
2018-09-20,1.3237,112.58
2018-09-21,1.3067,112.62
2018-09-24,1.3128,112.62
2018-09-25,1.3162,112.88
2018-09-26,1.3182,112.92
2018-09-27,1.3104,113.38
2018-09-28,1.3053,113.48
2018-10-01,1.3032,113.96
2018-10-02,1.2984,113.66
2018-10-03,1.2993,114.19
2018-10-04,1.3014,113.79
2018-10-05,1.3101,113.56
2018-10-08,1.3101,113.56
2018-10-09,1.3139,113.13
2018-10-10,1.3206,112.71
2018-10-11,1.3193,112.26
2018-10-12,1.3154,112.02
2018-10-15,1.3168,111.82
2018-10-16,1.321,112.16
2018-10-17,1.3137,112.21
